Work Hours,Job Satisfaction,Overtime,Commute Time,Burnout Score
12.191888594267901,1,2,99.99255384430174,0.8044388475655998
10.107800710757683,5,4,101.48938539909157,0.7712408591912625
10.1714498660403,4,4,77.74044463298718,0.6234305599992266
7.154068957480128,4,4,77.33078035557799,0.596783487063738
7.388606493387516,5,4,119.13647738232173,0.8584966676506134
12.714605901877178,2,1,70.48438422906924,0.5635982325188459
4.182325826763616,4,3,11.876234809044819,0.16795532609044525
6.322126951468173,1,0,22.978753788974334,0.2472464228628018
12.398613028667203,1,2,37.65385719668745,0.42824903785936247
10.865899134926067,1,1,14.921438093089288,0.25214951397611507
6.680636408228763,5,1,25.244649783580293,0.18424536619603193
7.885581012703457,4,1,100.72896451311263,0.6772367428237924
4.8023374566164225,5,1,97.52794851656152,0.6014665608430227
4.870927667957715,2,0,46.97451249533654,0.33846243897849754
8.84696287130047,4,4,32.22955251995599,0.357881842167934
9.399571302805596,3,1,50.475628425458325,0.41190115704822616
6.708322512620742,5,2,10.68116818752106,0.10893663906319243
10.408747448032146,4,2,22.953284524487646,0.24919648053568821
11.460448792654233,2,2,101.1041410022162,0.7976310711740242
8.964611523552998,4,2,34.55209129118628,0.33372364416827505
9.541780025157934,1,0,44.195456118685144,0.38064455220508153
12.260676302525283,2,4,23.375256317271212,0.37032667191084107
5.230032951237456,3,0,37.316762565964,0.2378427157723063
9.519068387744856,2,4,60.44301134849336,0.5734143610359679
10.375574713552131,3,0,37.00225460114385,0.331876003940042
7.2367923640424365,1,2,32.06518745832889,0.32061044669321126
9.025660764634424,2,1,66.93721508825213,0.5361210290664286
8.855896996593978,4,3,73.13343567927346,0.5700738898011672
10.6948695519819,2,4,115.65811934258166,0.9119293849352984
5.2886986747344515,2,4,57.890832191367465,0.48542540540342066
5.6002493646319405,2,2,103.62924037669751,0.7140913112172245
4.570868560893149,4,0,14.626705449643076,0.11166484645329158
5.12580390411937,5,2,50.2510788579186,0.3528159336421723
10.717006844058567,3,1,72.11486339969967,0.5460006604394932
8.54377334559961,5,2,104.82666914725066,0.7201999578915159
12.29394664858847,2,3,10.779090308650083,0.27683592806318624
8.636984049399821,2,1,28.961964460499985,0.2913389562839674
7.861026378007742,1,1,42.986284949168734,0.3820292156012855
7.169465877911193,5,4,17.169767450077668,0.23586479156155737
13.51403342206657,2,4,87.92680984959678,0.7728257461210838
13.132405525564714,5,0,34.269553948636364,0.30543764738635787
8.620058036441327,1,2,116.02386603520723,0.8337135160654848
5.987156815341724,2,0,102.52794159908163,0.6668262554472739
